,New DB,,,,,,Old DB,,,,todo
1.1,Project,ProjectType,int,NO,,,const,,,2 (Collection),
1.1,Project,KupatFundNo,int,YES,,,direct,Products,ProjectNumber,,
1.1,Project,CreditCardTerminalId,int,YES,,,direct,Products,Terminal,,
1.1,Project,DisplayAsSelfView,bit,YES,,,direct,Products,WithoutKupatView,,
1.1,Project,RecordStatus,int,NO,,,const,,,2 (Accept),
1.1,Project,StatusChangedAt,datetime,NO,,,const,,,GETDATE(),
1.1,Project,StatusChangedBy,int,NO,,,const,,,-1,
1.1,Project,CreatedAt,datetime,NO,,,direct,Products,DateCreated,,
1.1,Project,CreatedBy,int,NO,,,const,,,-1,
1.1,Project,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
1.1,Project,UpdatedBy,int,NO,,,const,,,-1,
1.1,Hebrew Images - as in Funds,,,,,,,,,,
1.1,Hebrew Videos - as in Funds,,,,,,,,,,
1.1,למגבית יש פריט מסוג שטר,,,,,,,,,,
1.1,ProjectItem,Id,int,NO,,,auto,,,"create one record for each Project record that was created for ParentProduct list- for all subProductId from ProductGroup table
*save record id for LinkSettings",
1.1,ProjectItem,ProjectId,int,NO,,,FK,NewDB.Project,Id,,
1.1,ProjectItem,ItemName,nvarchar,NO,150,,expression,(sub?)Products,Name,"לחתוך 150 תווים ראשונים:
left(name,150) ",
1.1,ProjectItem,ItemType,int,NO,,,const,,,if (sub)Products.Certificate =1 -> 2 (Certificate) else 5(FundDonation),
1.1,ProjectItem,PriceType,int,NO,,,const,,,1 (Closed),
1.1,ProjectItem,HasEngravingName,bit,NO,,,const,,,1,
1.1,ProjectItem,AllowFreeAddPrayerNames,bit,NO,,,expression,(sub)Products,ShowPrayerNames,"isNull(ShowPrayerNames,0)",
1.1,ProjectItem,DeliveryMethod,int,YES,,,const,,,1 (Post),
1.1,ProjectItem,AllowSelfPickup,bit,YES,,,no-mapping,,,,
1.1,ProjectItem,RecordStatus,int,NO,,,const,,,2 (Accept),
1.1,ProjectItem,StatusChangedAt,datetime,NO,,,const,,,GETDATE(),
1.1,ProjectItem,StatusChangedBy,int,NO,,,const,,,-1,
1.1,ProjectItem,CreatedAt,datetime,NO,,,const,,,GETDATE(),
1.1,ProjectItem,CreatedBy,int,NO,,,const,,,-1,
1.1,ProjectItem,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
1.1,ProjectItem,UpdatedBy,int,NO,,,const,,,-1,
1.1,,למגבית יש גם פריט מסוג תרומה כללית למגבית,,,,,,,,,
1.1,ProjectItem,Id,int,NO,,,auto,,,"create one record for each Project record that was created for certificates list.
*save record id for LinkSettings",
1.1,ProjectItem,ProjectId,int,NO,,,FK,NewDB.Project,Id,,
1.1,ProjectItem,ItemName,nvarchar,NO,150,,expression,Products,Name,"לחתוך 150 תווים ראשונים:
left(name,150) ",
1.1,ProjectItem,ItemType,int,NO,,,const,,,4 (Donation),
1.1,ProjectItem,PriceType,int,NO,,,const,,,2 (Free),
1.1,ProjectItem,HasEngravingName,bit,NO,,,const,,,0,
1.1,ProjectItem,AllowFreeAddPrayerNames,bit,NO,,,expression,Products,ShowPrayerNames,"isNull(ShowPrayerNames,0)",
1.1,ProjectItem,DeliveryMethod,int,YES,,,no-mapping,,,,
1.1,ProjectItem,AllowSelfPickup,bit,YES,,,no-mapping,,,,
1.1,ProjectItem,RecordStatus,int,NO,,,const,,,2 (Accept),
1.1,ProjectItem,StatusChangedAt,datetime,NO,,,const,,,GETDATE(),
1.1,ProjectItem,StatusChangedBy,int,NO,,,const,,,-1,
1.1,ProjectItem,CreatedAt,datetime,NO,,,const,,,GETDATE(),
1.1,ProjectItem,CreatedBy,int,NO,,,const,,,-1,
1.1,ProjectItem,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
1.1,ProjectItem,UpdatedBy,int,NO,,,const,,,-1,
1.1,Hebrew Main Button LinkSettings ( for ProjectLocalization.MainLinkButtonSettingId),,,,,,,,,,
1.1,LinkSetting,Id,int,NO,,,auto,,,create one record for each Certificate (project),
1.1,LinkSetting,LinkType,int,NO,,,const,,,1 (button),
1.1,LinkSetting,LinkTargetType,int,NO,,,const,,,3 (Link to Execution Page),
1.1,LinkSetting,ProjectId,int,NO,,,FK,NewDB.Project,Id,the created record id ,
1.1,LinkSetting,ItemId,int,YES,,,FK,NewDB.ProjectItem,Id,the created record id of the item of type Certificate for each project,
1.1,LinkSetting,LinkText,nvarchar,NO,200,,const,,,לקבלת השטר,
1.1,LinkSetting,MediaId,int,YES,,,no-mapping,,,,
1.1,LinkSetting,MobileMediaId,int,YES,,,no-mapping,,,,
1.1,LinkSetting,Description,nvarchar,YES,1000,,no-mapping,,,,
1.1,LinkSetting,DonationPagePaymentType,int,YES,,,no-mapping,,,,
1.1,LinkSetting,DonationPagePaymentSum,int,YES,,,no-mapping,,,,
1.1,LinkSetting,DonationPagePaymentCount,int,YES,,,no-mapping,,,,
1.1,LinkSetting,CreatedAt,datetime,NO,,,const,,,GETDATE(),
1.1,LinkSetting,CreatedBy,int,NO,,,const,,,-1,
1.1,LinkSetting,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
1.1,LinkSetting,UpdatedBy,int,NO,,,const,,,-1,
1.1,Hebrew Projects Settings  - as In Funds except what are colored by orange ,,,,,,,,,,
1.1,ProjectLocalization,Id,int,NO,,,auto,,,create record for each Certificate ,
1.1,ProjectLocalization,ProjectId,int,NO,,,FK,NewDB.Project,Id,take the record id that was created for this record from Products table,
1.1,ProjectLocalization,Language,int,NO,,,const,,,1 (Hebrew),
1.1,ProjectLocalization,DisplayInSite,bit ,NO,,,expression,Products,,!Hide,
1.1,ProjectLocalization,Title,nvarchar,NO,150,,expression,Products,Name,"לחתוך 150 תווים ראשונים:
left(name,150) ",
1.1,ProjectLocalization,Description,nvarchar,YES,,,direct,Products,ShortDescription,,
1.1,ProjectLocalization,RecruitmentTarget,int,YES,,,expression,Products,Price,if price=0 =>null else =>price,
1.1,ProjectLocalization,Content,nvarchar,YES,,,expression,Products,Description,"replace ""href=""https://www.kupat.org.il/views/DonationPage"" 
or: ""https://www.kupat.org.il/views/DonationPrayer""
or: ""https://www.kupat.org.il/views/prayerModal""
or: ""https://www.kupat.org.il/views/donationmodal""
to ""routerLink=""/donate""

replace ""https://www.kupat.org.il/Project""
to ""routerLink=""/project""",
1.1,ProjectLocalization,MainMedia,int,NO,,,FK,NewDB.Media,Id,"if Products.Pic is not null =>find the related record for this Pic
else if Products.ProjectVideo is not null =>find the related record for this ProjectVideo
else => 1 (default image)",
1.1,ProjectLocalization,ImageForListsView,int,NO,,,FK,NewDB.Media,Id,,
1.1,ProjectLocalization,HideDonationsInSite,bit,YES,,,direct,Products,HideDonationAmount,,
1.1,ProjectLocalization,OrderInProjectsView,int,YES,,,expression,Products,Sort,"if sort<=30 => sort
else null",
1.1,ProjectLocalization,ProjectsViewLinkSettingId,int,YES,,,const,,,null,
1.1,ProjectLocalization,OrderInNewsView,int,YES,,,const,,,null,
1.1,ProjectLocalization,NewsViewLinkSettingId,int,YES,,,const,,,null,
1.1,ProjectLocalization,MainLinkButtonSettingId,int,YES,,,FK,NewDB. LinkSettings,Id,find the record id in NewDB.LinkSettings that was created for the Certificate ProjectItem of this project,
1.1,ProjectLocalization,RecordStatus,int,NO,,,const,,,2(Accept),
1.1,ProjectLocalization,StatusChangedAt,datetime,NO,,,const,,,GETDATE(),
1.1,ProjectLocalization,StatusChangedBy,int,NO,,,const,,,-1,
1.1,ProjectLocalization,CreatedAt,datetime,NO,,,const,,,GETDATE(),
1.1,ProjectLocalization,CreatedBy,int,NO,,,const,,,-1,
1.1,ProjectLocalization,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
1.1,ProjectLocalization,UpdatedBy,int,NO,,,const,,,-1,
1.1,Hebrew Video for Project - as in Funds,,,,,,,,,,
1.1,Hebrew Project Donation Page Image - as in Funds,,,,,,,,,,
,הגדרות עברית עבור פריט מסוג תרומה כללי,,,,,,,,,,
1.1,Hebrew Footer Button LinkSettings ( for ProjectItemLocalization.ProjectFooterLinkSettingId),,,,,,,,,,
1.1,LinkSetting,Id,int,NO,,,auto,,,create one record for each Fund project,
1.1,LinkSetting,LinkType,int,NO,,,const,,,1 (button),
1.1,LinkSetting,LinkTargetType,int,NO,,,const,,,3 (Link to Execution Page),
1.1,LinkSetting,ProjectId,int,NO,,,FK,NewDB.Project,Id,the created record id ,
1.1,LinkSetting,ItemId,int,YES,,,FK,NewDB.ProjectItem,Id,the created record id of the item of type Dunation for each project,
1.1,LinkSetting,LinkText,nvarchar,NO,200,,const,,,לתרומה למגבית,
1.1,LinkSetting,MediaId,int,YES,,,no-mapping,,,,
1.1,LinkSetting,MobileMediaId,int,YES,,,no-mapping,,,,
1.1,LinkSetting,Description,nvarchar,YES,1000,,no-mapping,,,,
1.1,LinkSetting,DonationPagePaymentType,int,YES,,,no-mapping,,,,
1.1,LinkSetting,DonationPagePaymentSum,int,YES,,,no-mapping,,,,
1.1,LinkSetting,DonationPagePaymentCount,int,YES,,,no-mapping,,,,
1.1,LinkSetting,CreatedAt,datetime,NO,,,const,,,GETDATE(),
1.1,LinkSetting,CreatedBy,int,NO,,,const,,,-1,
1.1,LinkSetting,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
1.1,LinkSetting,UpdatedBy,int,NO,,,const,,,-1,
1.1,Hebrew Project Items Settings - as in Funds execpt what are colored by orange,,,,,,,,,,
1.1,ProjectItemLocalization,Id,int,NO,,,auto,,,create record for each Certificate project items ,
1.1,ProjectItemLocalization,ItemId,int,NO,,,FK,NewDB.ProjectItem,Id,,
1.1,ProjectItemLocalization,Language,int,NO,,,const,,,1 (Hebrew),
1.1,ProjectItemLocalization,DisplayInSite,bit ,NO,,,expression,Products,,!Hide and ShowMainPage,
1.1,ProjectItemLocalization,Title,nvarchar,YES,150,,expression,Products,ProjectNameForDonationPage,"if ProjectNameForDonationPage is not null and ProjectNameForDonationPage != Name => left(ProjectNameForDonationPage,150) ",
1.1,ProjectItemLocalization,TitleForExecutePage,nvarchar,YES,150,,no-mapping,,,,
1.1,ProjectItemLocalization,Description,nvarchar,YES,2000,,no-mapping,,,,
1.1,ProjectItemLocalization,MainMedia,int,YES,,,no-mapping,,,,
1.1,ProjectItemLocalization,ImageForListsView,int,YES,,,no-mapping,,,,
1.1,ProjectItemLocalization,MediaForExecutePage,int,YES,,,FK,,,if Products.DonationPageBanner1 is not null =>find in Media table the related record for this DonationPageBanner1,
1.1,ProjectItemLocalization,MobileMediaForExecutePage,int,YES,,,FK,,,,
1.1,ProjectItemLocalization,Content,nvarchar,YES,-1,,no-mapping,,,,
1.1,ProjectItemLocalization,PaymentSum,int,YES,,,expression,,,"if(DefaultDonationSumFixed > 0 => 
          (DefaultDonationSumFixed*DefaultPaymentsNumFixed)
else => DefaultDonationsSum
          ",
1.1,ProjectItemLocalization,DefaultPaymentType,int,YES,,,expression,Products,DefaultDonationSumFixed,"if DefaultDonationSumFixed > 0 => 1(fixed)
else => 2(oneTime)",
1.1,ProjectItemLocalization,DefaultPaymentsCount,int,YES,,,expression,,,"if(DefaultDonationSumFixed > 0 => DefaultPaymentsNumFixed
else => DefaultPaymentsNumber",
1.1,ProjectItemLocalization,MaxPaymentsCount,int,YES,,,no-mapping,,,,
1.1,ProjectItemLocalization,NameForReceipt,nvarchar,YES,150,,expression,Products,ProjectNameForInvoice,"left(ProjectNameForInvoice,150)",
1.1,ProjectItemLocalization,OrderInListView,int,YES,,,no-mapping,,,,
1.1,ProjectItemLocalization,OrderInItemsPageView,int,YES,,,no-mapping,,,,
1.1,ProjectItemLocalization,OrderInProjectPageFooter,int,YES,,,const,,,2,
1.1,ProjectItemLocalization,ProjectFooterLinkSettingId,int,YES,,,FK,NewDB.LinkSetting,Id,"the created record for 
Hebrew Footer Button LinkSettings ",
1.1,ProjectItemLocalization,OrderInNewsView,int,YES,,,no-mapping,,,,
1.1,ProjectItemLocalization,NewsViewLinkSettingId,int,YES,,,no-mapping,,,,
1.1,ProjectItemLocalization,CreatedAt,datetime,NO,,,const,,,GETDATE(),
1.1,ProjectItemLocalization,CreatedBy,int,NO,,,const,,,-1,
1.1,ProjectItemLocalization,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
1.1,ProjectItemLocalization,UpdatedBy,int,NO,,,const,,,-1,
,הגדרות עברית עבור פריט מסוג שטר,,,,,,,,,,
1.1,Hebrew Footer Button LinkSettings ( for ProjectItemLocalization.ProjectFooterLinkSettingId),,,,,,,,,,
1.1,LinkSetting,Id,int,NO,,,auto,,,create one record for each Certificate project,
1.1,LinkSetting,LinkType,int,NO,,,const,,,1 (button),
1.1,LinkSetting,LinkTargetType,int,NO,,,const,,,2 (Link to Item Page),
1.1,LinkSetting,ProjectId,int,NO,,,FK,NewDB.Project,Id,the created record id ,
1.1,LinkSetting,ItemId,int,YES,,,FK,NewDB.ProjectItem,Id,the created record id of the item of type Certificate for each project,
1.1,LinkSetting,LinkText,nvarchar,NO,200,,const,,,לתרומה וקבלת השטר,
1.1,LinkSetting,MediaId,int,YES,,,no-mapping,,,,
1.1,LinkSetting,MobileMediaId,int,YES,,,no-mapping,,,,
1.1,LinkSetting,Description,nvarchar,YES,1000,,no-mapping,,,,
1.1,LinkSetting,DonationPagePaymentType,int,YES,,,no-mapping,,,,
1.1,LinkSetting,DonationPagePaymentSum,int,YES,,,no-mapping,,,,
1.1,LinkSetting,DonationPagePaymentCount,int,YES,,,no-mapping,,,,
1.1,LinkSetting,CreatedAt,datetime,NO,,,const,,,GETDATE(),
1.1,LinkSetting,CreatedBy,int,NO,,,const,,,-1,
1.1,LinkSetting,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
1.1,LinkSetting,UpdatedBy,int,NO,,,const,,,-1,
1.1,Hebrew Project Items Settings,,,,,,,,,,
1.1,ProjectItemLocalization,Id,int,NO,,,auto,,,create record for each Certificate project items ,
1.1,ProjectItemLocalization,ItemId,int,NO,,,FK,NewDB.ProjectItem,Id,,
1.1,ProjectItemLocalization,Language,int,NO,,,const,,,1 (Hebrew),
1.1,ProjectItemLocalization,DisplayInSite,bit ,NO,,,expression,Products,,!Hide and ShowMainPage,
1.1,ProjectItemLocalization,Title,nvarchar,YES,150,,direct,Products,Name,לחתוך 150 תווים ראשונים,
1.1,ProjectItemLocalization,TitleForExecutePage,nvarchar,YES,150,,expression,Products,ProjectNameForDonationPage,"if ProjectNameForDonationPage is not null and ProjectNameForDonationPage != Name => left(ProjectNameForDonationPage,150) ",
1.1,ProjectItemLocalization,Description,nvarchar,YES,2000,,direct,Products,ShortDescription,,
1.1,ProjectItemLocalization,MainMedia,int,YES,,,FK,NewDB.Media,Id,"if Products.Pic is not null =>find the related record for this Pic
else if Products.ProjectVideo is not null =>find the related record for this ProjectVideo
else => 1 (default image)",
1.1,ProjectItemLocalization,ImageForListsView,int,YES,,,FK,NewDB.Media,Id,,
1.1,ProjectItemLocalization,MediaForExecutePage,int,YES,,,FK,,,if Products.DonationPageBanner1 is not null =>find in Media table the related record for this DonationPageBanner1,
1.1,ProjectItemLocalization,MobileMediaForExecutePage,int,YES,,,FK,,,,
1.1,ProjectItemLocalization,Content,nvarchar,YES,-1,,no-mapping,,,,
1.1,ProjectItemLocalization,PaymentSum,int,YES,,,expression,,,"if(DefaultDonationSumFixed > 0 => 
          (DefaultDonationSumFixed*DefaultPaymentsNumFixed)
else => DefaultDonationsSum
          ",
1.1,ProjectItemLocalization,DefaultPaymentType,int,YES,,,expression,Products,DefaultDonationSumFixed,"if DefaultDonationSumFixed > 0 => 1(fixed)
else => 2(oneTime)",
1.1,ProjectItemLocalization,DefaultPaymentsCount,int,YES,,,expression,,,"if(DefaultDonationSumFixed > 0 => DefaultPaymentsNumFixed
else => DefaultPaymentsNumber",
1.1,ProjectItemLocalization,MaxPaymentsCount,int,YES,,,no-mapping,,,,
1.1,ProjectItemLocalization,NameForReceipt,nvarchar,YES,150,,expression,Products,ProjectNameForInvoice,"left(ProjectNameForInvoice,150)",
1.1,ProjectItemLocalization,OrderInListView,int,YES,,,no-mapping,,,,
1.1,ProjectItemLocalization,OrderInItemsPageView,int,YES,,,no-mapping,,,,
1.1,ProjectItemLocalization,OrderInProjectPageFooter,int,YES,,,const,,,1,
1.1,ProjectItemLocalization,ProjectFooterLinkSettingId,int,YES,,,FK,NewDB.LinkSetting,Id,"the created record for 
Hebrew Footer Button LinkSettings ",
1.1,ProjectItemLocalization,OrderInNewsView,int,YES,,,no-mapping,,,,
1.1,ProjectItemLocalization,NewsViewLinkSettingId,int,YES,,,no-mapping,,,,
1.1,ProjectItemLocalization,CreatedAt,datetime,NO,,,const,,,GETDATE(),
1.1,ProjectItemLocalization,CreatedBy,int,NO,,,const,,,-1,
1.1,ProjectItemLocalization,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
1.1,ProjectItemLocalization,UpdatedBy,int,NO,,,const,,,-1,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
1.1,END - מגבית עם שטר בלבד ,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
1,Galleries - Media Images,,,,,,,,,,
,,,,,,,,,,,
,Gallery,,,,,,,,,,
,Gallery,Id,int,NO,,,auto,,,create record for each record in Kupat1.galleries ,
,Gallery,Name,nvarchar,NO,200,,direct,Kupat1.Galeries,Name,,
,Gallery,MediaType,int,NO,,,const,,,1(Image),
,Gallery,Category,int,YES,100,,const,,,1(General),
,Gallery,CreatedAt,datetime,NO,,,const,,,GETDATE(),
,Gallery,CreatedBy,int,NO,,,const,,,-1,
,Gallery,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
,Gallery,UpdatedBy,int,NO,,,const,,,-1,
1,GalleryLocalization,Id,int,NO,,,auto,,,create record for each found galleries,
1,GalleryLocalization,GalleryId,int,NO,,,FK,NewDB.Gallery,,created GalleryId,
1,GalleryLocalization,Language,int,NO,,,const,,,1 (Hebrew),
1,GalleryLocalization,Description,nvarchar,NO,200,,direct,Kupat1.Galeries,Name,,
1,GalleryLocalization,DisplayInMain,bit,NO,,,direct,Kupat1.Galeries,ShowHomePage,,
1,GalleryLocalization,Display,bit,NO,,,direct,Kupat1.Galeries,,!Hide,
1,GalleryLocalization,CreatedAt,datetime,NO,,,const,,,GETDATE(),
1,GalleryLocalization,CreatedBy,int,NO,,,const,,,-1,
1,GalleryLocalization,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
1,GalleryLocalization,UpdatedBy,int,NO,,,const,,,-1,
1,GalleryLocalization,Id,int,NO,,,auto,,,create record for each found galleries,
1,GalleryLocalization,GalleryId,int,NO,,,FK,NewDB.Gallery,,created GalleryId,
1,GalleryLocalization,Language,int,NO,,,const,,,2 (English),
1,GalleryLocalization,Description,nvarchar,NO,200,,direct,Kupat1.Galeries,Name_en,,
1,GalleryLocalization,DisplayInMain,bit,NO,,,direct,Kupat1.Galeries,ShowHomePage,,
1,GalleryLocalization,Display,bit,NO,,,direct,Kupat1.Galeries,,!Hide_en,
1,GalleryLocalization,CreatedAt,datetime,NO,,,const,,,GETDATE(),
1,GalleryLocalization,CreatedBy,int,NO,,,const,,,-1,
1,GalleryLocalization,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
1,GalleryLocalization,UpdatedBy,int,NO,,,const,,,-1,
1,GalleryLocalization,Id,int,NO,,,auto,,,create record for each found galleries,
1,GalleryLocalization,GalleryId,int,NO,,,FK,NewDB.Gallery,,created GalleryId,
1,GalleryLocalization,Language,int,NO,,,const,,,3 (French),
1,GalleryLocalization,Description,nvarchar,NO,200,,direct,Kupat1.Galeries,Name_fr,,
1,GalleryLocalization,DisplayInMain,bit,NO,,,direct,Kupat1.Galeries,ShowHomePage,,
1,GalleryLocalization,Display,bit,NO,,,direct,Kupat1.Galeries,,!Hide_fr,
1,GalleryLocalization,CreatedAt,datetime,NO,,,const,,,GETDATE(),
1,GalleryLocalization,CreatedBy,int,NO,,,const,,,-1,
1,GalleryLocalization,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
1,GalleryLocalization,UpdatedBy,int,NO,,,const,,,-1,
1,Media,Id,int,NO,,,auto,,,create record for each found galleries and only if GallerisPic.Pic is not null,
1,Media,RelativePath,nvarchar,NO,500,,direct,Kupat1.GaleryPics,Pic,,
1,Media,MediaType,int,NO,,,const,,,1 (Image),
1,Media,FriendlyName,nvarchar,YES,100,,direct,Kupat1.GaleryPics,Name,,
1,Media,MatchToPlatform,int,NO,,,const,,,3 (All),
1,Media,RecordStatus,int,NO,,,const,,,2 (Accept),
1,Media,StatusChangedAt,datetime,NO,,,const,,,GETDATE(),
1,Media,StatusChangedBy,int,NO,,,const,,,-1,
1,Media,CreatedAt,datetime,NO,,,const,,,GETDATE(),
1,Media,CreatedBy,int,NO,,,const,,,-1,
1,Media,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
1,Media,UpdatedBy,int,NO,,,const,,,-1,
,GalleryMedia,Id,int,NO,,,auto,,,,
,GalleryMedia,GalleryId,int,NO,,,,,,created GalleryId,
,GalleryMedia,MediaId,int,NO,,,,,,created MediaId,
,GalleryMedia,CreatedAt,datetime,NO,,,const,,,GETDATE(),
,GalleryMedia,CreatedBy,int,NO,,,const,,,-1,
1,Galleries - Media Videos,,,,,,,,,,
,Gallery,,,,,,,,,,
,Gallery,Id,int,NO,,,auto,,,create record for each record in Kupat1.Videos,
,Gallery,Name,nvarchar,NO,200,,direct,Kupat1.Galeries,Name,,
,Gallery,MediaType,int,NO,,,const,,,2(Video),
,Gallery,Category,int,YES,100,,const,,,1(General),
,Gallery,CreatedAt,datetime,NO,,,const,,,GETDATE(),
,Gallery,CreatedBy,int,NO,,,const,,,-1,
,Gallery,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
,Gallery,UpdatedBy,int,NO,,,const,,,-1,
1,GalleryLocalization,Id,int,NO,,,auto,,,create record for each found galleries video,
1,GalleryLocalization,GalleryId,int,NO,,,FK,NewDB.Gallery,,created GalleryId,
1,GalleryLocalization,Language,int,NO,,,const,,,1 (Hebrew),
1,GalleryLocalization,Description,nvarchar,NO,200,,direct,Kupat1.Videos,Name,,
1,GalleryLocalization,DisplayInMain,bit,NO,,,direct,Kupat1.Videos,ShowHomePage,,
1,GalleryLocalization,Display,bit,NO,,,direct,Kupat1.Videos,,!Hide,
1,GalleryLocalization,CreatedAt,datetime,NO,,,const,,,GETDATE(),
1,GalleryLocalization,CreatedBy,int,NO,,,const,,,-1,
1,GalleryLocalization,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
1,GalleryLocalization,UpdatedBy,int,NO,,,const,,,-1,
1,GalleryLocalization,Id,int,NO,,,auto,,,create record for each found galleries video,
1,GalleryLocalization,GalleryId,int,NO,,,FK,NewDB.Gallery,,created GalleryId,
1,GalleryLocalization,Language,int,NO,,,const,,,2 (English),
1,GalleryLocalization,Description,nvarchar,NO,200,,direct,Kupat1.Videos,Name_en,,
1,GalleryLocalization,DisplayInMain,bit,NO,,,direct,Kupat1.Videos,ShowHomePage,,
1,GalleryLocalization,Display,bit,NO,,,direct,Kupat1.Videos,,!Hide_en,
1,GalleryLocalization,CreatedAt,datetime,NO,,,const,,,GETDATE(),
1,GalleryLocalization,CreatedBy,int,NO,,,const,,,-1,
1,GalleryLocalization,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
1,GalleryLocalization,UpdatedBy,int,NO,,,const,,,-1,
1,GalleryLocalization,Id,int,NO,,,auto,,,create record for each found galleries video,
1,GalleryLocalization,GalleryId,int,NO,,,FK,NewDB.Gallery,,created GalleryId,
1,GalleryLocalization,Language,int,NO,,,const,,,3 (French),
1,GalleryLocalization,Description,nvarchar,NO,200,,direct,Kupat1.Videos,Name_fr,,
1,GalleryLocalization,DisplayInMain,bit,NO,,,direct,Kupat1.Videos,ShowHomePage,,
1,GalleryLocalization,Display,bit,NO,,,direct,Kupat1.Videos,,!Hide_fr,
1,GalleryLocalization,CreatedAt,datetime,NO,,,const,,,GETDATE(),
1,GalleryLocalization,CreatedBy,int,NO,,,const,,,-1,
1,GalleryLocalization,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
